Record;[0]\[3];[3]\[0]
464934;ShackFrameREnd01Snow [STAT:00071826];Architecture\ShackKit\ShackFrameREnd01.nif
464935;ShackFrameREnd02Snow [STAT:00071827];Architecture\ShackKit\ShackFrameREnd02.nif
464936;ShackFrameRMid01Snow [STAT:00071828];Architecture\ShackKit\ShackFrameRMid01.nif
464937;ShackFrameTurnCorner01Snow [STAT:00071829];Architecture\ShackKit\ShackFrameTurnCorner01.nif
464938;ShackFrameTurnCorner02Snow [STAT:0007182A];Architecture\ShackKit\ShackFrameTurnCorner02.nif
464939;ShackFrameTurnMid01Snow [STAT:0007182B];Architecture\ShackKit\ShackFrameTurnMid01.nif
464940;ShackRoofCorner01Snow [STAT:0007182C];Architecture\ShackKit\ShackRoofCorner01.nif
464941;ShackRoofCorner02Snow [STAT:0007182D];Architecture\ShackKit\ShackRoofCorner02.nif
464942;ShackRoofMid01Snow [STAT:0007182E];Architecture\ShackKit\ShackRoofMid01.nif
464943;ShackRoofMid02Snow [STAT:0007182F];Architecture\ShackKit\ShackRoofMid02.nif
464944;ShackRoofMid03Snow [STAT:00071830];Architecture\ShackKit\ShackRoofMid03.nif
464945;ShackRoofMid04Snow [STAT:00071831];Architecture\ShackKit\ShackRoofMid04.nif
464946;ShackRoofMid05Snow [STAT:00071832];Architecture\ShackKit\ShackRoofMid05.nif
464947;ShackRoofSide01Snow [STAT:00071833];Architecture\ShackKit\ShackRoofSide01.nif
464948;ShackRoofSide02Snow [STAT:00071834];Architecture\ShackKit\ShackRoofSide02.nif
464949;ShackRoofSide03Snow [STAT:00071835];Architecture\ShackKit\ShackRoofSide03.nif
464950;ShackRoofSide04Snow [STAT:00071836];Architecture\ShackKit\ShackRoofSide04.nif
464951;ShackWall01Snow [STAT:00071837];Architecture\ShackKit\ShackWall01.nif
464952;ShackWall02Snow [STAT:00071838];Architecture\ShackKit\ShackWall02.nif
464953;ShackWall03Snow [STAT:00071839];Architecture\ShackKit\ShackWall03.nif
464954;ShackWall04Snow [STAT:0007183A];Architecture\ShackKit\ShackWall04.nif
464955;ShackWall05Snow [STAT:0007183B];Architecture\ShackKit\ShackWall05.nif
464956;ShackWallDoor01Snow [STAT:0007183C];Architecture\ShackKit\ShackWallDoor01.nif
464957;ShackWallL01Snow [STAT:0007183D];Architecture\ShackKit\ShackWallL01.nif
464958;ShackWallL02Snow [STAT:0007183E];Architecture\ShackKit\ShackWallL02.nif
464959;ShackWallR01Snow [STAT:0007183F];Architecture\ShackKit\ShackWallR01.nif
464960;ShackWallR02Snow [STAT:00071840];Architecture\ShackKit\ShackWallR02.nif
464961;ShackWallTop01Snow [STAT:00071841];Architecture\ShackKit\ShackWallTop01.nif
464962;ShackWallTopWindow01Snow [STAT:00071842];Architecture\ShackKit\ShackWallTopWindow01.nif
464963;ShackWallWindow01Snow [STAT:00071843];Architecture\ShackKit\ShackWallWindow01.nif
464964;ShackWallWindow02Snow [STAT:00071844];Architecture\ShackKit\ShackWallWindow02.nif
464967;ImpStableDouble01Snow [STAT:00071847];Dungeons\Imperial\StableKit\ImpStableDouble01.nif
464968;ImpStableDoubleEnd01Snow [STAT:00071848];Dungeons\Imperial\StableKit\ImpStableDoubleEnd01.nif
464969;ImpStableDoubleEnd02Snow [STAT:00071849];Dungeons\Imperial\StableKit\ImpStableDoubleEnd02.nif
464970;ImpStableEnd01Snow [STAT:0007184A];Dungeons\Imperial\StableKit\ImpStableEnd01.nif
464971;ImpStableEnd02Snow [STAT:0007184B];Dungeons\Imperial\StableKit\ImpStableEnd02.nif
464972;ImpStableRoofPiece01Snow [STAT:0007184C];Dungeons\Imperial\StableKit\ImpStableRoofPiece01.nif
464973;ImpStableSingle01Snow [STAT:0007184D];Dungeons\Imperial\StableKit\ImpStableSingle01.nif
464974;ImpTowerBase01Top [STAT:0007184E];Dungeons\Imperial\Tower\ImpTowerBase01Top.nif
464975;ImpTowerBase01Bot [STAT:0007184F];Dungeons\Imperial\Tower\ImpTowerBase01Bot.nif
464976;ImpTowerRing01 [STAT:00071850];Dungeons\Imperial\Tower\ImpTowerRing01.nif
466432;SLgShadowsWin01 [STAT:00071E00];Architecture\Solitude\Interiors\SLgShadowsWin01.nif
466433;SLgShadowsSol01 [STAT:00071E01];Architecture\Solitude\Interiors\SLgShadowsSol01.nif
466448;SLgShadowsSol02 [STAT:00071E10];Architecture\Solitude\Interiors\SLgShadowsSol02.nif
471785;ImpExtIceLighthouse01 [STAT:000732E9];Dungeons\Imperial\ExteriorIce\ImpExtIceLighthouse01.nif
471786;CaveIRWallDoorLR01 [STAT:000732EA];Dungeons\Caves\Ice\RockWall\CaveIRWallDoorLR01.nif
471787;CaveIRWallDoorLB03 [STAT:000732EB];Dungeons\Caves\Ice\RockWall\CaveIRWallDoorLB03.nif
471788;CaveIRHallDetwist02 [STAT:000732EC];Dungeons\Caves\Ice\LargeHall\CaveIRHallDetwist02.nif
471789;CaveIRHallDoor01 [STAT:000732ED];Dungeons\Caves\Ice\LargeHall\CaveIRHallDoor01.nif
471790;CaveIRHallDoor02 [STAT:000732EE];Dungeons\Caves\Ice\LargeHall\CaveIRHallDoor02.nif
471791;CaveIRHallDoorB01 [STAT:000732EF];Dungeons\Caves\Ice\LargeHall\CaveIRHallDoorB01.nif
471792;CaveIRHallDoorBB01 [STAT:000732F0];Dungeons\Caves\Ice\LargeHall\CaveIRHallDoorBB01.nif
471793;CaveIRHallDoorL01 [STAT:000732F1];Dungeons\Caves\Ice\LargeHall\CaveIRHallDoorL01.nif
471794;CaveIRHallDoorLB01 [STAT:000732F2];Dungeons\Caves\Ice\LargeHall\CaveIRHallDoorLB01.nif
471795;CaveIRHallDoorR01 [STAT:000732F3];Dungeons\Caves\Ice\LargeHall\CaveIRHallDoorR01.nif
471796;CaveIRHallDoorRB01 [STAT:000732F4];Dungeons\Caves\Ice\LargeHall\CaveIRHallDoorRB01.nif
471797;CaveIRHallRamp01 [STAT:000732F5];Dungeons\Caves\Ice\LargeHall\CaveIRHallRamp01.nif
471798;CaveIRHallRamp02 [STAT:000732F6];Dungeons\Caves\Ice\LargeHall\CaveIRHallRamp02.nif
471799;CaveIRHall1Way01 [STAT:000732F7];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way01.nif
471800;CaveIRHall1Way02 [STAT:000732F8];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way02.nif
471801;CaveIRHall1Way03 [STAT:000732F9];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way03.nif
471802;CaveIRHall1Way64D01 [STAT:000732FA];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way64D01.nif
471803;CaveIRHall1Way64L01 [STAT:000732FB];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way64L01.nif
471804;CaveIRHall1Way64R01 [STAT:000732FC];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way64R01.nif
471805;CaveIRHall1Way64Short01 [STAT:000732FD];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way64Short01.nif
471806;CaveIRHall1Way64U01 [STAT:000732FE];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way64U01.nif
471807;CaveIRHall1Way128D01 [STAT:000732FF];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way128D01.nif
471808;CaveIRHall1Way128L01 [STAT:00073300];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way128L01.nif
471809;CaveIRHall1Way128R01 [STAT:00073301];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way128R01.nif
471810;CaveIRHall1Way128Short01 [STAT:00073302];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way128Short01.nif
471811;CaveIRHall1Way128U01 [STAT:00073303];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way128U01.nif
471812;CaveIRHall1Way256Short01 [STAT:00073304];Dungeons\Caves\Ice\LargeHall\CaveIRHall1Way256Short01.nif
471813;CaveIRHall2Way01 [STAT:00073305];Dungeons\Caves\Ice\LargeHall\CaveIRHall2Way01.nif
471814;CaveIRHall2Way02 [STAT:00073306];Dungeons\Caves\Ice\LargeHall\CaveIRHall2Way02.nif
471815;CaveIRHall3Way01 [STAT:00073307];Dungeons\Caves\Ice\LargeHall\CaveIRHall3Way01.nif
471816;CaveIRHall3Way02 [STAT:00073308];Dungeons\Caves\Ice\LargeHall\CaveIRHall3Way02.nif
471817;CaveIRHall4Way01 [STAT:00073309];Dungeons\Caves\Ice\LargeHall\CaveIRHall4Way01.nif
471818;CaveIRHallDeadEnd01 [STAT:0007330A];Dungeons\Caves\Ice\LargeHall\CaveIRHallDeadEnd01.nif
471819;CaveIRHallDeadEnd02 [STAT:0007330B];Dungeons\Caves\Ice\LargeHall\CaveIRHallDeadEnd02.nif
471820;CaveIRHallDetwist01 [STAT:0007330C];Dungeons\Caves\Ice\LargeHall\CaveIRHallDetwist01.nif
471821;CaveILRoomDoorR03 [STAT:0007330D];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorR03.nif
471822;CaveILRoomDoorR04 [STAT:0007330E];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorR04.nif
471823;CaveILRoomDoorR01 [STAT:0007330F];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorR01.nif
471824;CaveILRoomDoorR02 [STAT:00073310];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorR02.nif
471825;CaveILRoomDoorRB03 [STAT:00073311];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorRB03.nif
471826;CaveILRoomDoorRB04 [STAT:00073312];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorRB04.nif
471827;CaveILRoomDoorRB01 [STAT:00073313];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorRB01.nif
471828;CaveILRoomDoorRB02 [STAT:00073314];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorRB02.nif
473993;WRTempIntCor01 [STAT:00073B89];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntCor01.nif
473994;WRTempIntStr01 [STAT:00073B8A];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntStr01.nif
474012;WRTempIntPromStr01 [STAT:00073B9C];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromStr01.nif
474013;WRTempIntRoofStr01 [STAT:00073B9D];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntRoofStr01.nif
474014;WRTempIntFloorMid01 [STAT:00073B9E];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntFloorMid01.nif
474042;WRTempIntPool01 [STAT:00073BBA];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPool01.nif
474049;WRTempIntCorIn01 [STAT:00073BC1];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntCorIn01.nif
474056;WRTempIntPromArch01 [STAT:00073BC8];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromArch01.nif
474057;WRTempIntPromCol01 [STAT:00073BC9];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromCol01.nif
474084;WRTempIntRoofCor01 [STAT:00073BE4];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntRoofCor01.nif
474095;WRTempIntRoofCorIn01 [STAT:00073BEF];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntRoofCorIn01.nif
474102;WRTempIntCeilMid01 [STAT:00073BF6];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntCeilMid01.nif
474103;WRTempIntPromArchCor01 [STAT:00073BF7];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromArchCor01.nif
474109;WRTempIntRoofAlcove01 [STAT:00073BFD];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntRoofAlcove01.nif
474111;WRTempIntStr01Door [STAT:00073BFF];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntStr01Door.nif
474115;WRTempIntPromArchRoof01 [STAT:00073C03];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromArchRoof01.nif
474128;WRTempIntPromCor01 [STAT:00073C10];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromCor01.nif
474129;WRTempIntRoofCorL01 [STAT:00073C11];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntRoofCorL01.nif
474132;WRTempIntRoofCorR01 [STAT:00073C14];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntRoofCorR01.nif
474135;WRTempIntRoofMidWin [STAT:00073C17];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntRoofMidWin.nif
474138;WRTempIntPromCustom01 [STAT:00073C1A];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromCustom01.nif
474148;WRTempIntCeilMid02 [STAT:00073C24];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntCeilMid02.nif
474153;WRTempIntDivWallStr01 [STAT:00073C29];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntDivWallStr01.nif
474165;WRTempIntPoolMid01 [STAT:00073C35];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPoolMid01.nif
474166;WRTempIntPoolCor01 [STAT:00073C36];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPoolCor01.nif
474175;WRTempIntPromShadowMask01 [STAT:00073C3F];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromShadowMask01.nif
474176;WRTempIntPromAlcove01 [STAT:00073C40];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromAlcove01.nif
474183;SLgFFloSol01 [STAT:00073C47];Architecture\Solitude\Interiors\SLgFFloSol01.nif
474184;SLgFArchCei01 [STAT:00073C48];Architecture\Solitude\Interiors\SLgFArchCei01.nif
474185;SMdFArchCon01 [STAT:00073C49];Architecture\Solitude\Interiors\SMdFArchCon01.nif
474186;SMdFArchCor02 [STAT:00073C4A];Architecture\Solitude\Interiors\SMdFArchCor02.nif
474187;SMdFArchCap01 [STAT:00073C4B];Architecture\Solitude\Interiors\SMdFArchCap01.nif
474188;SMdFArchCor01 [STAT:00073C4C];Architecture\Solitude\Interiors\SMdFArchCor01.nif
474189;SMdFTraCor01 [STAT:00073C4D];Architecture\Solitude\Interiors\SMdFTraCor01.nif
474190;SLgFWalSol01 [STAT:00073C4E];Architecture\Solitude\Interiors\SLgFWalSol01.nif
474191;SLgFWalSol02 [STAT:00073C4F];Architecture\Solitude\Interiors\SLgFWalSol02.nif
474192;SLgFWalSol03 [STAT:00073C50];Architecture\Solitude\Interiors\SLgFWalSol03.nif
474193;SLgFTraCon02 [STAT:00073C51];Architecture\Solitude\Interiors\SLgFTraCon02.nif
474194;SMdFWalSol01 [STAT:00073C52];Architecture\Solitude\Interiors\SMdFWalSol01.nif
474195;SMdFWinSol01 [STAT:00073C53];Architecture\Solitude\Interiors\SMdFWinSol01.nif
474196;SLgFColEnd01 [STAT:00073C54];Architecture\Solitude\Interiors\SLgFColEnd01.nif
474197;SLgFWalSol04 [STAT:00073C55];Architecture\Solitude\Interiors\SLgFWalSol04.nif
474198;SLgFWalCei01 [STAT:00073C56];Architecture\Solitude\Interiors\SLgFWalCei01.nif
474199;SLgFStaSol01 [STAT:00073C57];Architecture\Solitude\Interiors\SLgFStaSol01.nif
474200;SMdFArchCei01 [STAT:00073C58];Architecture\Solitude\Interiors\SMdFArchCei01.nif
474201;SMdFTraCon01 [STAT:00073C59];Architecture\Solitude\Interiors\SMdFTraCon01.nif
474202;SLgFColSol01 [STAT:00073C5A];Architecture\Solitude\Interiors\SLgFColSol01.nif
474203;SLgFTraCon01 [STAT:00073C5B];Architecture\Solitude\Interiors\SLgFTraCon01.nif
474204;SMdFFloSol01 [STAT:00073C5C];Architecture\Solitude\Interiors\SMdFFloSol01.nif
474276;SLgFFloCon01 [STAT:00073CA4];Architecture\Solitude\Interiors\SLgFFloCon01.nif
474348;SMdFTraCor02 [STAT:00073CEC];Architecture\Solitude\Interiors\SMdFTraCor02.nif
477491;SMdFTraCon02 [STAT:00074933];Architecture\Solitude\Interiors\SMdFTraCon02.nif
477498;SMdfFloSol02 [STAT:0007493A];Architecture\Solitude\Interiors\SMdfFloSol02.nif
477499;SMdFArchCon02 [STAT:0007493B];Architecture\Solitude\Interiors\SMdFArchCon02.nif
477518;SMdFWalSol02 [STAT:0007494E];Architecture\Solitude\Interiors\SMdFWalSol02.nif
477519;SMdFWalSol03 [STAT:0007494F];Architecture\Solitude\Interiors\SMdFWalSol03.nif
477520;SMdFWalSol04 [STAT:00074950];Architecture\Solitude\Interiors\SMdFWalSol04.nif
477521;SLgFWalSol05 [STAT:00074951];Architecture\Solitude\Interiors\SLgFWalSol05.nif
477533;SMdFArchCon03 [STAT:0007495D];Architecture\Solitude\Interiors\SMdFArchCon03.nif
477539;SMdFWalSol05 [STAT:00074963];Architecture\Solitude\Interiors\SMdFWalSol05.nif
477595;SMdFWalIntl01 [STAT:0007499B];Architecture\Solitude\Interiors\SMdFWalIntl01.nif
478769;WRTempleBench01Static [STAT:00074E31];Architecture\WhiteRun\WRClutter\WRTempleBench01Static.nif
478941;WRTemplePlanter [STAT:00074EDD];Architecture\WhiteRun\WRClutter\WRTemplePlanter.nif
479338;FrozenMarshIcePlane01 [STAT:0007506A];Landscape\Ice\FrozenMarshIce01.nif
479598;RockCliff07SnowRocks01_LightSN [STAT:0007516E];Landscape\Rocks\RockCliff07.nif
482077;SMdFTraCon03 [STAT:00075B1D];Architecture\Solitude\Interiors\SMdFTraCon03.nif
482097;SMdFColSol01 [STAT:00075B31];Architecture\Solitude\Interiors\SMdFColSol01.nif
482099;SMdFColSol02 [STAT:00075B33];Architecture\Solitude\Interiors\SMdFColSol02.nif
482100;SMdFFloCon02 [STAT:00075B34];Architecture\Solitude\Interiors\SMdFFloCon02.nif
482101;SMdFFloCon01 [STAT:00075B35];Architecture\Solitude\Interiors\SMdFFloCon01.nif
482180;SMdFtoEDor01 [STAT:00075B84];Architecture\Solitude\Interiors\SMdFtoEDor01.nif
482248;SLgFTraCon03 [STAT:00075BC8];Architecture\Solitude\Interiors\SLgFTraCon03.nif
482352;SMdFWInSol02 [STAT:00075C30];Architecture\Solitude\Interiors\SMdFWInSol02.nif
482360;SLgFWalSol06 [STAT:00075C38];Architecture\Solitude\Interiors\SLgFWalSol06.nif
482367;SLgFTraCon04 [STAT:00075C3F];Architecture\Solitude\Interiors\SLgFTraCon04.nif
482368;SLgFTraCon05 [STAT:00075C40];Architecture\Solitude\Interiors\SLgFTraCon05.nif
482379;SMdFWalKitchen01 [STAT:00075C4B];Architecture\Solitude\Interiors\SMdFWalKitchen01.nif
117772;FXSawdustOnThefloor01 [STAT:0001CC0C];Effects\FXSawdustOnThe floor01.nif
117775;FXSawdustOnThefloor02 [STAT:0001CC0F];Effects\FXSawdustOnThe floor02.nif
132726;SMdFWalKitchen02 [STAT:00020676];Architecture\Solitude\Interiors\SMdFWalKitchen02.nif
132735;SMdFWalKitchen03 [STAT:0002067F];Architecture\Solitude\Interiors\SMdFWalKitchen03.nif
136043;UpperTableRound01 [STAT:0002136B];Clutter\Upperclass\UpperTableRound01.nif
136044;UpperTableSquare01 [STAT:0002136C];Clutter\Upperclass\UpperTableSquare01.nif
136045;UpperNightstand01 [STAT:0002136D];Clutter\Upperclass\UpperNightstand01.nif
136046;UpperShelf01 [STAT:0002136E];Clutter\Upperclass\UpperShelf01.nif
140223;SLgFStaSol02 [STAT:000223BF];Architecture\Solitude\Interiors\SLgFStaSol02.nif
151973;NorDwelling03ExtBaseA [STAT:000251A5];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtBaseA.nif
151984;NorDwelling03ExtBaseB [STAT:000251B0];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtBaseB.nif
151995;NorDwelling03ExtCourtA [STAT:000251BB];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtCourtA.nif
152034;NorDwelling03ExtCourtB [STAT:000251E2];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtCourtB.nif
152075;NorDwelling03ExtCourtCap01 [STAT:0002520B];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtCourtCap01.nif
152076;NorDwelling03ExtCourtStairs01 [STAT:0002520C];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtCourtStairs01.nif
152077;NorDwelling03ExtPylons01 [STAT:0002520D];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtPylons01.nif
152081;NorDwelling03IntA01 [STAT:00025211];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03IntA01.nif
152089;NorDwelling03IntA02 [STAT:00025219];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03IntA02.nif
152090;NorDwelling04ExtBaseA [STAT:0002521A];Dungeons\Nordic\Exterior\Dwellings\NorDwelling04ExtBaseA.nif
152091;NorDwelling04ExtBaseB [STAT:0002521B];Dungeons\Nordic\Exterior\Dwellings\NorDwelling04ExtBaseB.nif
152092;NorDwelling04ExtBaseC [STAT:0002521C];Dungeons\Nordic\Exterior\Dwellings\NorDwelling04ExtBaseC.nif
152093;NorDwelling04IntB01 [STAT:0002521D];Dungeons\Nordic\Exterior\Dwellings\NorDwelling04IntB01.nif
152094;NorDwelling03ExtBaseASnow [STAT:0002521E];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtBaseA.nif
152095;NorDwelling03ExtPylons01Snow [STAT:0002521F];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtPylons01.nif
152096;NorDwelling04ExtBaseASnow [STAT:00025220];Dungeons\Nordic\Exterior\Dwellings\NorDwelling04ExtBaseA.nif
153667;NorDwelling03ExtBaseBSnow [STAT:00025843];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtBaseB.nif
153668;NorDwelling03ExtCourtASnow [STAT:00025844];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtCourtA.nif
153669;NorDwelling03ExtCourtBSnow [STAT:00025845];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtCourtB.nif
153670;NorDwelling03ExtCourtCap01Snow [STAT:00025846];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtCourtCap01.nif
153672;NorDwelling03ExtCourtStairs01Snow [STAT:00025848];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtCourtStairs01.nif
153673;NorDwelling04ExtBaseBSnow [STAT:00025849];Dungeons\Nordic\Exterior\Dwellings\NorDwelling04ExtBaseB.nif
153674;NorDwelling04ExtBaseCSnow [STAT:0002584A];Dungeons\Nordic\Exterior\Dwellings\NorDwelling04ExtBaseC.nif
164757;DweFurnitureBench01Static [STAT:00028395];Furniture\Dwemer\DweFurnitureBench01.nif
172667;StockadeTower01Light_SN [STAT:0002A27B];Clutter\Stockade\StockadeTower01.nif
172668;StockadeBridgeLong01Light_SN [STAT:0002A27C];Clutter\Stockade\StockadeBridgeLong01.nif
172691;StockadeWallCornerIn01Light_SN [STAT:0002A293];Clutter\Stockade\StockadeWallCornerIn01.nif
172693;StockadeStairs01Light_SN [STAT:0002A295];Clutter\Stockade\StockadeStairs01.nif
172700;StockadeWallWalkway01Light_SN [STAT:0002A29C];Clutter\Stockade\StockadeWallWalkway01.nif
172704;StockadeScaffoldRamp01Light_SN [STAT:0002A2A0];Clutter\Stockade\StockadeScaffoldRamp01.nif
172712;StockadeBuildingCorner01Light_SN [STAT:0002A2A8];Clutter\Stockade\StockadeBuildingCorner01.nif
172713;StockadeBuildingStraight01Light_SN [STAT:0002A2A9];Clutter\Stockade\StockadeBuildingStraight01.nif
172714;StockadeBuildingEnd01Light_SN [STAT:0002A2AA];Clutter\Stockade\StockadeBuildingEnd01.nif
172810;StockadeLeanTo01Light_SN [STAT:0002A30A];Clutter\Stockade\StockadeLeanTo01.nif
172853;StockadeScaffoldStairs01Light_SN [STAT:0002A335];Clutter\Stockade\StockadeScaffoldRamp01Snow.nif
172854;StockadeBridgeExtraExtraLong01Light_SN [STAT:0002A336];Clutter\Stockade\StockadeBridgeExtraExtraLong01.nif
172855;StockadeScaffoldBase4Sided01Light_SN [STAT:0002A337];Clutter\Stockade\StockadeScaffoldBase4Sided01.nif
172856;StockadeScaffoldBase2Sided02Light_SN [STAT:0002A338];Clutter\Stockade\StockadeScaffoldBase2Sided02.nif
172857;StockadeScaffoldTop2Sided02Light_SN [STAT:0002A339];Clutter\Stockade\StockadeScaffoldTop2Sided02B.nif
172858;StockadeScaffoldBase3Sided01Light_SN [STAT:0002A33A];Clutter\Stockade\StockadeScaffoldBase3Sided01.nif
172859;StockadeScaffoldBase1Sided01Light_SN [STAT:0002A33B];Clutter\Stockade\StockadeScaffoldBase1Sided01.nif
172860;StockadeFreewallBeam01Light_SN [STAT:0002A33C];Clutter\Stockade\StockadeFreewallBeam01.nif
172861;StockadeScaffoldBase0Sided01Light_SN [STAT:0002A33D];Clutter\Stockade\StockadeScaffoldBase0Sided01.nif
172862;StockadeScaffoldBaseSupportW01Light_SN [STAT:0002A33E];Clutter\Stockade\StockadeScaffoldBaseSupportW01.nif
172863;StockadeScaffoldBase2Sided01Light_SN [STAT:0002A33F];Clutter\Stockade\StockadeScaffoldBase2Sided01.nif
172864;StockadeScaffoldTop3Sided01Light_SN [STAT:0002A340];Clutter\Stockade\StockadeScaffoldTop3Sided01B.nif
172865;StockadeScaffoldTop2Sided01Light_SN [STAT:0002A341];Clutter\Stockade\StockadeScaffoldTop2Sided01B.nif
172866;StockadeScaffoldTop1Sided01Light_SN [STAT:0002A342];Clutter\Stockade\StockadeScaffoldTop1Sided01B.nif
172867;StockadeScaffoldTop4Sided01Light_SN [STAT:0002A343];Clutter\Stockade\StockadeScaffoldTop4Sided01B.nif
172868;StockadeScaffoldTop0Sided01Light_SN [STAT:0002A344];Clutter\Stockade\StockadeScaffoldTop0Sided01B.nif
172869;StockadeBridgeExtraLong01Light_SN [STAT:0002A345];Clutter\Stockade\StockadeBridgeExtraLong01.nif
172870;StockadeFreeWall01Light_SN [STAT:0002A346];Clutter\Stockade\StockadeFreeWall01.nif
172871;StockadeFreeWall02Light_SN [STAT:0002A347];Clutter\Stockade\StockadeFreeWall02.nif
172872;StockadeFreeWall03Light_SN [STAT:0002A348];Clutter\Stockade\StockadeFreeWall03.nif
172873;StockadeFreeWall04Light_SN [STAT:0002A349];Clutter\Stockade\StockadeFreeWall04.nif
172874;StockadeScaffoldBase0Sided02Light_SN [STAT:0002A34A];Clutter\Stockade\StockadeScaffoldBase0Sided02.nif
172875;StockadeWoodbeam02Light_SN [STAT:0002A34B];Clutter\Stockade\StockadeWoodbeam02.nif
172876;StockadeWoodbeam01Light_SN [STAT:0002A34C];Clutter\Stockade\StockadeWoodbeam01.nif
172877;StockadeWoodbeam03Light_SN [STAT:0002A34D];Clutter\Stockade\StockadeWoodbeam03.nif
172878;StockadeWoodbeamShort01Light_SN [STAT:0002A34E];Clutter\Stockade\StockadeWoodbeamShort01.nif
172879;StockadeWoodbeamShort02Light_SN [STAT:0002A34F];Clutter\Stockade\StockadeWoodbeamShort02.nif
173892;StockadeWallCornerOut01Light_SN [STAT:0002A744];Clutter\Stockade\StockadeWallCornerOut01.nif
173893;Farmhouse05 [STAT:0002A745];Architecture\Farmhouse\Farmhouse05.nif
173895;Farmhouse06 [STAT:0002A747];Architecture\Farmhouse\Farmhouse06.nif
195361;ShipLongBoatWreck01 [STAT:0002FB21];Dungeons\Ship\ShipLongBoatWreck01.nif
195362;ShipLongBoatWreck02 [STAT:0002FB22];Dungeons\Ship\ShipLongBoatWreck02.nif
195367;ShipLongBoatWreck03 [STAT:0002FB27];Dungeons\Ship\ShipLongBoatWreck03.nif
195369;ShackBrokeWall01 [STAT:0002FB29];Architecture\ShackKit\ShackBrokeWall01.nif
